Case_ID,Detection_Date,Region,Revenue_Stream,Fraud_Type,Is_Fraud_Confirmed,Detection_Time_Hours,Resolution_Time_Hours,Revenue_Loss_USD,Revenue_At_Risk_USD,Analyst_ID,Fraud_Prevented_USD
FRAUD1211,2023-10-15 23:23:34,Africa,Prepaid Voice,Subscription Fraud,1,6.2,26.0,189.14,185.0,11,0.0
FRAUD1212,2023-07-05 11:45:22,Europe,Interconnect,CLI Spoofing,1,17.6,51.5,42.31,118.24,5,0.0
FRAUD1213,2023-02-13 12:18:52,Asia,Prepaid Data,Wangiri,0,5.6,14.3,157.33,144.45,13,144.45
FRAUD1214,2023-07-08 03:26:39,Africa,Interconnect,International Revenue Share Fraud,1,2.2,37.1,53.44,198.04,2,0.0
FRAUD1215,2023-01-27 13:58:31,Americas,Prepaid Data,Wangiri,0,9.4,1.7,188.78,182.02,1,182.02
FRAUD1216,2023-02-13 07:32:32,Europe,Prepaid Data,CLI Spoofing,1,21.5,1.6,166.94,123.9,1,0.0
FRAUD1217,2023-03-28 12:48:46,Africa,Postpaid Voice,International Revenue Share Fraud,1,17.0,44.2,79.87,213.7,14,0.0
FRAUD1218,2023-02-26 22:20:22,Asia,Postpaid Voice,CLI Spoofing,1,19.3,26.4,56.57,165.46,1,0.0
FRAUD1219,2023-04-25 16:35:41,Americas,Prepaid Voice,Subscription Fraud,0,22.2,49.1,211.82,163.99,10,163.99
FRAUD1220,2023-06-01 06:19:59,Europe,Postpaid Data,International Revenue Share Fraud,0,9.4,6.7,82.3,185.55,6,185.55
FRAUD1221,2023-03-28 04:49:56,Africa,Prepaid Data,CLI Spoofing,1,24.2,0.4,10.46,92.25,14,0.0
FRAUD1222,2023-06-19 07:30:54,Europe,Interconnect,CLI Spoofing,1,4.4,44.8,109.02,94.65,14,0.0
FRAUD1223,2023-06-29 11:11:04,Europe,Prepaid Data,CLI Spoofing,1,4.4,60.2,48.55,193.68,8,0.0
FRAUD1224,2023-10-01 13:54:56,Africa,Prepaid Voice,Simbox,0,11.2,20.4,142.75,122.5,5,122.5
FRAUD1225,2023-04-15 02:14:52,Africa,Postpaid Data,Wangiri,1,4.4,7.0,49.96,238.77,8,0.0
FRAUD1226,2023-08-04 10:52:20,Asia,Interconnect,Simbox,1,38.1,2.8,79.55,170.66,3,0.0
FRAUD1227,2023-12-14 17:55:47,Americas,Postpaid Voice,CLI Spoofing,1,7.6,10.4,80.59,217.35,12,0.0
FRAUD1228,2023-06-10 19:48:15,Europe,Prepaid Data,International Revenue Share Fraud,1,17.7,4.1,77.93,170.5,14,0.0
FRAUD1229,2023-02-17 20:31:07,Europe,Prepaid Voice,Subscription Fraud,1,7.6,28.6,231.32,95.91,9,0.0
FRAUD1230,2023-02-08 22:24:48,Americas,Prepaid Data,Subscription Fraud,1,3.3,21.8,61.5,98.19,8,0.0
FRAUD1231,2023-01-21 02:13:57,Asia,Prepaid Voice,Simbox,1,6.2,45.0,10.19,60.71,2,0.0
FRAUD1232,2023-09-20 04:08:23,Asia,Prepaid Data,Simbox,1,4.5,14.6,70.49,248.25,12,0.0
FRAUD1233,2023-02-17 13:20:13,Europe,Prepaid Data,Simbox,1,12.2,30.9,231.59,99.72,7,0.0
FRAUD1234,2023-11-22 10:46:08,Africa,Postpaid Data,CLI Spoofing,0,6.9,3.4,91.94,186.42,2,186.42
FRAUD1235,2023-07-20 19:30:37,Americas,Prepaid Data,Subscription Fraud,1,13.2,10.7,103.65,311.53,2,0.0
FRAUD1236,2023-06-10 14:00:21,Europe,Postpaid Data,Subscription Fraud,1,7.0,64.0,121.1,145.65,14,0.0
FRAUD1237,2023-07-20 01:29:51,Europe,Prepaid Voice,International Revenue Share Fraud,0,6.0,6.2,242.53,84.0,8,84.0
FRAUD1238,2023-03-21 23:02:24,Africa,Prepaid Data,Subscription Fraud,1,20.9,51.3,115.91,64.18,8,0.0
FRAUD1239,2023-01-01 01:01:12,Europe,Postpaid Voice,CLI Spoofing,1,2.1,14.4,76.53,91.94,9,0.0
FRAUD1240,2023-04-21 16:39:04,Europe,Interconnect,Simbox,1,4.0,6.3,211.12,88.99,4,0.0
FRAUD1241,2023-10-25 22:46:20,Americas,Prepaid Data,Subscription Fraud,1,5.8,25.6,224.35,48.73,14,0.0
FRAUD1242,2023-09-18 23:55:51,Africa,Postpaid Voice,Simbox,0,19.6,42.5,55.39,97.2,12,97.2
FRAUD1243,2023-08-21 08:13:50,Americas,Prepaid Voice,Subscription Fraud,1,1.0,13.1,105.42,79.37,5,0.0
FRAUD1244,2023-03-23 23:39:26,Europe,Interconnect,CLI Spoofing,1,12.1,57.1,27.48,96.54,11,0.0
FRAUD1245,2023-08-21 04:49:46,Asia,Prepaid Voice,Simbox,1,4.3,13.5,25.26,349.57,13,0.0
FRAUD1246,2023-12-08 16:44:12,Americas,Interconnect,Simbox,1,22.9,10.3,148.12,93.05,14,0.0
FRAUD1247,2023-04-30 11:53:02,Europe,Postpaid Voice,Wangiri,1,3.6,25.6,53.58,150.91,11,0.0
FRAUD1248,2023-02-11 13:10:17,Asia,Interconnect,Subscription Fraud,0,3.4,64.2,22.44,143.98,5,143.98
FRAUD1249,2023-05-19 14:09:34,Asia,Prepaid Voice,International Revenue Share Fraud,1,30.0,54.8,90.48,49.52,2,0.0
FRAUD1250,2023-06-20 00:41:34,Europe,Prepaid Data,CLI Spoofing,1,2.7,89.6,124.86,51.53,12,0.0
FRAUD1251,2023-11-20 10:55:29,Asia,Prepaid Data,International Revenue Share Fraud,1,3.9,23.8,27.63,50.06,2,0.0
FRAUD1252,2023-05-15 23:52:12,Europe,Prepaid Voice,International Revenue Share Fraud,1,17.3,2.9,62.35,132.99,7,0.0
FRAUD1253,2023-07-10 00:28:18,Europe,Postpaid Data,Wangiri,1,1.8,18.0,24.18,185.21,1,0.0
FRAUD1254,2023-12-05 21:54:18,Americas,Postpaid Voice,CLI Spoofing,0,3.3,36.5,31.54,267.29,3,267.29
FRAUD1255,2023-08-18 12:37:08,Europe,Prepaid Voice,Simbox,0,19.3,6.5,32.16,139.98,12,139.98
FRAUD1256,2023-04-09 11:58:51,Asia,Interconnect,International Revenue Share Fraud,1,14.6,3.8,166.01,123.99,11,0.0
FRAUD1257,2023-04-29 13:51:43,Asia,Prepaid Voice,CLI Spoofing,1,2.6,10.7,85.89,98.31,11,0.0
FRAUD1258,2023-10-18 00:07:00,Americas,Interconnect,Subscription Fraud,1,1.8,65.1,110.5,168.67,1,0.0
FRAUD1259,2023-06-29 10:58:36,Americas,Postpaid Voice,Subscription Fraud,1,6.6,39.9,123.86,110.61,12,0.0
FRAUD1260,2023-08-24 04:25:31,Europe,Prepaid Data,CLI Spoofing,1,31.4,14.5,168.36,179.14,11,0.0
FRAUD1261,2023-07-20 17:59:17,Americas,Prepaid Data,International Revenue Share Fraud,1,20.3,23.6,38.5,123.69,9,0.0
FRAUD1262,2023-03-08 05:58:28,Africa,Prepaid Voice,International Revenue Share Fraud,1,40.1,10.3,71.53,259.42,12,0.0
FRAUD1263,2023-05-03 16:17:26,Americas,Interconnect,CLI Spoofing,1,64.9,89.9,34.45,236.4,13,0.0
FRAUD1264,2023-02-23 09:11:58,Americas,Postpaid Voice,Wangiri,1,16.5,13.7,162.76,91.34,12,0.0
FRAUD1265,2023-10-17 12:38:36,Americas,Prepaid Data,Subscription Fraud,1,1.2,9.8,124.35,123.46,4,0.0
FRAUD1266,2023-07-19 12:14:01,Europe,Prepaid Voice,Subscription Fraud,0,3.4,31.0,120.79,127.55,8,127.55
FRAUD1267,2023-09-05 19:07:53,Europe,Postpaid Data,Subscription Fraud,1,7.9,8.9,140.27,194.17,9,0.0
FRAUD1268,2023-09-18 09:54:11,Americas,Interconnect,Simbox,0,6.5,27.0,77.37,217.85,6,217.85
FRAUD1269,2023-06-02 00:45:46,Africa,Postpaid Voice,Simbox,0,13.1,12.3,12.9,41.25,3,41.25
FRAUD1270,2023-08-15 16:48:17,Africa,Interconnect,CLI Spoofing,1,13.4,63.6,152.7,77.83,11,0.0
FRAUD1271,2023-10-10 07:16:19,Europe,Postpaid Voice,International Revenue Share Fraud,1,6.0,49.9,48.07,265.12,13,0.0
FRAUD1272,2023-01-17 13:02:45,Americas,Interconnect,International Revenue Share Fraud,0,6.2,18.9,74.27,59.06,5,59.06
FRAUD1273,2023-01-21 02:14:26,Asia,Prepaid Voice,Wangiri,1,3.4,46.2,151.62,48.02,4,0.0
FRAUD1274,2023-08-22 19:18:07,Africa,Interconnect,CLI Spoofing,1,42.3,20.4,130.42,115.81,11,0.0
FRAUD1275,2023-04-19 02:40:58,Asia,Postpaid Voice,Subscription Fraud,1,0.8,6.5,17.08,102.63,4,0.0
FRAUD1276,2023-10-28 21:51:04,Africa,Prepaid Data,Simbox,1,1.3,24.7,58.32,54.69,1,0.0
FRAUD1277,2023-11-24 05:53:17,Asia,Postpaid Data,CLI Spoofing,1,1.4,34.0,38.48,202.66,11,0.0
FRAUD1278,2023-06-25 03:05:03,Asia,Prepaid Data,CLI Spoofing,1,29.2,1.9,58.46,166.41,1,0.0
FRAUD1279,2023-09-17 01:07:36,Asia,Prepaid Voice,CLI Spoofing,1,6.0,2.6,84.55,67.48,6,0.0
FRAUD1280,2023-02-28 15:53:35,Africa,Prepaid Voice,Wangiri,1,11.5,5.9,10.34,302.21,11,0.0
FRAUD1281,2023-05-31 05:50:49,Africa,Interconnect,Simbox,1,9.2,123.5,16.66,157.64,12,0.0
FRAUD1282,2023-08-17 10:42:49,Americas,Prepaid Voice,Simbox,0,5.6,7.5,78.22,195.42,4,195.42
FRAUD1283,2023-09-22 01:00:14,Asia,Interconnect,Simbox,1,13.3,12.3,66.87,23.67,4,0.0
FRAUD1284,2023-07-26 04:50:45,Americas,Prepaid Data,CLI Spoofing,1,0.6,49.9,90.62,97.63,4,0.0
FRAUD1285,2023-12-30 09:01:47,Africa,Interconnect,Wangiri,1,24.6,52.4,81.66,123.86,3,0.0
FRAUD1286,2023-03-01 10:11:29,Asia,Prepaid Data,CLI Spoofing,1,7.5,5.8,130.82,101.53,3,0.0
FRAUD1287,2023-12-21 23:28:25,Europe,Interconnect,Simbox,1,12.7,5.3,158.34,81.17,12,0.0
FRAUD1288,2023-06-21 22:18:40,Africa,Postpaid Data,International Revenue Share Fraud,1,2.2,1.2,142.48,22.88,14,0.0
FRAUD1289,2023-07-01 19:56:58,Asia,Prepaid Voice,International Revenue Share Fraud,0,0.5,8.9,15.89,28.25,11,28.25
FRAUD1290,2023-12-30 04:58:25,Africa,Prepaid Voice,Subscription Fraud,0,1.1,39.4,299.19,115.61,1,115.61
FRAUD1291,2023-06-01 12:17:10,Europe,Postpaid Voice,Wangiri,1,40.4,8.1,69.16,111.0,13,0.0
FRAUD1292,2023-12-03 07:18:58,Americas,Interconnect,Subscription Fraud,1,3.7,13.1,65.74,113.78,13,0.0
FRAUD1293,2023-08-02 09:17:24,Europe,Prepaid Voice,International Revenue Share Fraud,1,2.2,23.0,78.99,170.93,2,0.0
FRAUD1294,2023-03-21 19:05:28,Europe,Postpaid Voice,CLI Spoofing,1,25.0,9.8,84.74,82.63,5,0.0
FRAUD1295,2023-04-17 20:33:40,Europe,Interconnect,Simbox,1,27.0,17.3,2.8,63.22,4,0.0
FRAUD1296,2023-06-13 11:56:12,Americas,Prepaid Voice,Subscription Fraud,1,7.5,21.3,30.69,293.29,11,0.0
FRAUD1297,2023-02-14 12:13:11,Americas,Interconnect,CLI Spoofing,1,2.2,3.4,74.76,151.74,11,0.0
FRAUD1298,2023-11-30 15:06:28,Africa,Interconnect,Simbox,1,11.5,36.5,35.35,72.32,5,0.0
FRAUD1299,2023-09-08 04:20:54,Asia,Interconnect,CLI Spoofing,1,10.3,23.7,86.9,40.13,3,0.0
FRAUD1300,2023-02-08 11:53:18,Europe,Prepaid Voice,International Revenue Share Fraud,0,10.7,41.9,70.87,174.79,6,174.79
FRAUD1301,2023-10-05 08:42:30,Asia,Postpaid Data,Subscription Fraud,1,2.9,35.8,95.4,475.8,3,0.0
FRAUD1302,2023-03-28 08:52:42,Asia,Postpaid Voice,International Revenue Share Fraud,0,5.5,43.6,44.4,280.61,3,280.61
FRAUD1303,2023-04-18 07:17:15,Europe,Prepaid Data,Subscription Fraud,1,2.7,20.7,46.02,204.28,9,0.0
FRAUD1304,2023-12-03 10:09:41,Americas,Postpaid Voice,CLI Spoofing,1,2.9,39.7,122.99,368.35,7,0.0
FRAUD1305,2023-07-19 15:32:29,Africa,Postpaid Voice,International Revenue Share Fraud,1,10.1,35.3,57.95,139.47,5,0.0
FRAUD1306,2023-10-01 08:52:43,Asia,Prepaid Data,Subscription Fraud,0,5.8,14.2,109.36,56.89,2,56.89
FRAUD1307,2023-01-02 02:47:55,Asia,Postpaid Data,Simbox,0,11.5,8.0,233.68,104.68,3,104.68
FRAUD1308,2023-01-28 21:34:10,Asia,Interconnect,International Revenue Share Fraud,1,15.7,15.2,84.85,56.65,13,0.0
FRAUD1309,2023-05-28 22:45:27,Africa,Postpaid Data,CLI Spoofing,1,10.8,3.6,161.1,84.19,3,0.0
FRAUD1310,2023-01-08 10:00:48,Africa,Postpaid Data,Subscription Fraud,1,21.9,0.4,73.84,163.48,2,0.0
FRAUD1311,2023-10-21 22:32:26,Asia,Prepaid Voice,International Revenue Share Fraud,1,23.0,12.3,100.18,49.91,14,0.0
FRAUD1312,2023-09-11 12:29:56,Europe,Postpaid Voice,International Revenue Share Fraud,0,15.7,57.5,122.73,25.9,9,25.9
FRAUD1313,2023-02-17 23:07:56,Europe,Prepaid Data,Simbox,1,37.2,1.7,37.93,190.04,14,0.0
FRAUD1314,2023-09-08 19:18:14,Asia,Prepaid Voice,Simbox,1,14.6,22.0,171.29,239.73,6,0.0
FRAUD1315,2023-10-22 11:01:04,Europe,Postpaid Data,Wangiri,1,14.5,11.4,61.7,141.72,13,0.0
FRAUD1316,2023-08-16 18:44:18,Americas,Postpaid Voice,Wangiri,1,0.1,60.2,99.6,256.09,10,0.0
FRAUD1317,2023-12-08 18:24:33,Africa,Prepaid Data,CLI Spoofing,1,16.4,1.7,62.94,150.35,5,0.0
FRAUD1318,2023-03-01 11:20:20,Africa,Interconnect,Simbox,1,58.0,41.6,73.8,44.27,6,0.0
FRAUD1319,2023-11-26 13:19:53,Asia,Interconnect,Wangiri,1,0.0,44.6,105.87,57.39,7,0.0
FRAUD1320,2023-09-29 09:15:37,Asia,Interconnect,International Revenue Share Fraud,0,20.3,57.0,131.0,203.91,5,203.91
FRAUD1321,2023-04-29 22:16:02,Europe,Prepaid Voice,Subscription Fraud,1,27.8,35.2,34.0,102.07,5,0.0
FRAUD1322,2023-12-07 11:30:52,Americas,Postpaid Voice,International Revenue Share Fraud,1,35.0,50.9,8.39,344.09,3,0.0
FRAUD1323,2023-03-18 00:22:27,Africa,Prepaid Data,Wangiri,0,20.8,83.7,33.65,158.14,7,158.14
FRAUD1324,2023-04-12 15:49:32,Americas,Prepaid Data,CLI Spoofing,1,9.5,3.1,58.83,230.47,13,0.0
FRAUD1325,2023-03-17 12:00:20,Asia,Prepaid Data,CLI Spoofing,1,25.0,6.1,126.33,85.6,3,0.0
FRAUD1326,2023-10-07 18:27:47,Asia,Prepaid Data,International Revenue Share Fraud,1,2.3,20.9,64.32,131.09,2,0.0
FRAUD1327,2023-01-21 10:44:27,Africa,Postpaid Data,Wangiri,1,0.2,39.9,139.29,233.37,3,0.0
FRAUD1328,2023-04-12 02:36:38,Europe,Postpaid Voice,CLI Spoofing,1,3.8,13.0,106.5,58.71,5,0.0
FRAUD1329,2023-01-10 08:52:49,Africa,Interconnect,Subscription Fraud,1,25.7,1.1,17.13,120.98,11,0.0
FRAUD1330,2023-10-17 13:07:00,Asia,Postpaid Voice,Subscription Fraud,1,27.2,34.1,103.37,99.77,14,0.0
FRAUD1331,2023-12-22 22:53:39,Europe,Postpaid Data,CLI Spoofing,1,17.2,21.6,20.8,157.05,12,0.0
FRAUD1332,2023-02-09 21:24:37,Americas,Prepaid Voice,Wangiri,1,0.1,21.6,115.22,259.64,7,0.0
FRAUD1333,2023-09-12 15:50:16,Europe,Prepaid Data,Subscription Fraud,1,8.4,32.9,34.71,101.22,12,0.0
FRAUD1334,2023-01-11 11:52:12,Africa,Postpaid Voice,Wangiri,1,28.0,36.7,64.5,62.88,6,0.0
FRAUD1335,2023-01-24 19:58:23,Asia,Postpaid Data,Simbox,1,20.4,87.0,19.63,54.66,8,0.0
FRAUD1336,2023-01-01 21:32:25,Americas,Postpaid Voice,Subscription Fraud,1,4.3,11.1,22.45,125.79,3,0.0
FRAUD1337,2023-03-18 20:21:39,Africa,Postpaid Voice,CLI Spoofing,1,32.0,0.1,84.0,164.71,4,0.0
FRAUD1338,2023-04-14 18:32:09,Americas,Postpaid Data,International Revenue Share Fraud,1,2.3,15.6,223.77,55.96,3,0.0
FRAUD1339,2023-12-12 21:31:54,Americas,Interconnect,Wangiri,0,4.6,9.4,105.9,330.26,12,330.26
FRAUD1340,2023-03-18 11:45:06,Asia,Postpaid Voice,CLI Spoofing,1,2.9,64.3,123.02,175.89,6,0.0
FRAUD1341,2023-10-12 09:32:58,Asia,Interconnect,International Revenue Share Fraud,1,17.7,3.5,49.28,172.24,12,0.0
FRAUD1342,2023-12-19 14:09:36,Europe,Postpaid Voice,Wangiri,1,4.5,64.7,85.43,55.41,3,0.0
FRAUD1343,2023-12-24 14:38:54,Asia,Postpaid Data,Wangiri,1,5.5,22.8,139.95,157.57,6,0.0
FRAUD1344,2023-06-21 16:11:57,Europe,Prepaid Voice,Subscription Fraud,1,3.0,23.1,20.38,236.95,13,0.0
FRAUD1345,2023-02-12 08:13:31,Asia,Postpaid Voice,Wangiri,1,0.9,36.6,256.76,195.16,1,0.0
FRAUD1346,2023-08-18 01:36:22,Americas,Prepaid Voice,International Revenue Share Fraud,1,18.1,23.1,43.97,115.6,7,0.0
FRAUD1347,2023-06-07 15:08:24,Europe,Prepaid Voice,Subscription Fraud,1,26.9,13.1,154.36,215.23,3,0.0
FRAUD1348,2023-02-27 19:28:38,Africa,Postpaid Voice,International Revenue Share Fraud,1,2.0,19.6,35.94,57.36,6,0.0
FRAUD1349,2023-04-28 18:09:11,Americas,Postpaid Data,Wangiri,1,6.1,32.2,36.1,65.23,2,0.0
FRAUD1350,2023-07-21 04:27:19,Americas,Prepaid Data,Wangiri,1,1.4,47.5,74.52,349.64,12,0.0
FRAUD1351,2023-03-17 16:57:40,Americas,Prepaid Voice,Simbox,1,3.6,22.6,38.63,33.13,7,0.0
FRAUD1352,2023-01-28 09:15:07,Europe,Interconnect,Simbox,1,1.3,60.8,21.56,173.76,6,0.0
FRAUD1353,2023-04-11 20:18:27,Africa,Prepaid Data,CLI Spoofing,1,32.8,14.3,304.1,104.78,5,0.0
FRAUD1354,2023-07-10 16:15:48,Europe,Postpaid Data,CLI Spoofing,1,21.4,0.1,151.05,72.64,4,0.0
FRAUD1355,2023-01-04 05:22:49,Americas,Prepaid Data,International Revenue Share Fraud,1,30.4,5.2,112.05,116.35,2,0.0
FRAUD1356,2023-04-15 20:52:06,Americas,Prepaid Data,Subscription Fraud,1,9.0,22.2,96.16,181.36,8,0.0
FRAUD1357,2023-07-26 03:25:38,Europe,Postpaid Data,CLI Spoofing,1,3.2,50.9,175.04,143.02,12,0.0
FRAUD1358,2023-07-06 19:13:32,Europe,Prepaid Voice,CLI Spoofing,1,3.4,56.9,16.46,251.4,7,0.0
FRAUD1359,2023-06-30 20:08:18,Americas,Prepaid Data,International Revenue Share Fraud,0,7.8,27.2,110.23,114.49,12,114.49
FRAUD1360,2023-12-03 02:36:01,Asia,Postpaid Data,Wangiri,1,15.5,11.1,186.26,120.24,4,0.0
FRAUD1361,2023-09-27 02:59:29,Africa,Postpaid Voice,International Revenue Share Fraud,0,21.1,40.5,47.98,154.65,9,154.65
FRAUD1362,2023-02-11 06:12:21,Americas,Interconnect,Subscription Fraud,1,29.8,35.7,181.0,244.69,3,0.0
FRAUD1363,2023-07-02 14:01:41,Africa,Interconnect,CLI Spoofing,0,15.9,20.0,215.71,116.22,2,116.22
FRAUD1364,2023-05-20 03:58:42,Americas,Prepaid Voice,CLI Spoofing,1,4.1,32.4,48.64,96.39,1,0.0
FRAUD1365,2023-08-16 17:46:12,Americas,Interconnect,Simbox,1,2.5,69.2,61.11,114.74,11,0.0
FRAUD1366,2023-06-29 21:27:27,Europe,Prepaid Voice,International Revenue Share Fraud,1,9.4,16.6,54.93,183.7,9,0.0
FRAUD1367,2023-05-28 15:09:17,Americas,Interconnect,International Revenue Share Fraud,0,25.2,9.5,145.37,275.03,11,275.03
FRAUD1368,2023-09-11 14:44:19,Europe,Prepaid Voice,CLI Spoofing,1,13.4,25.0,71.64,105.89,6,0.0
FRAUD1369,2023-06-05 23:48:38,Asia,Postpaid Voice,International Revenue Share Fraud,1,10.0,13.5,35.65,260.85,2,0.0
FRAUD1370,2023-03-13 01:56:34,Americas,Postpaid Voice,CLI Spoofing,1,0.3,9.2,98.69,234.68,5,0.0
FRAUD1371,2023-04-17 05:33:04,Europe,Prepaid Voice,Wangiri,1,5.1,11.3,245.17,113.72,1,0.0
FRAUD1372,2023-09-10 05:31:23,Europe,Postpaid Data,International Revenue Share Fraud,1,25.4,22.6,74.49,48.0,4,0.0
FRAUD1373,2023-05-02 16:11:17,Europe,Postpaid Data,International Revenue Share Fraud,1,28.1,0.2,49.83,171.24,10,0.0
FRAUD1374,2023-05-17 01:14:18,Europe,Postpaid Voice,Wangiri,1,51.5,30.1,109.03,121.82,9,0.0
FRAUD1375,2023-03-17 03:11:42,Africa,Postpaid Data,Subscription Fraud,1,17.5,44.0,105.62,63.65,2,0.0
FRAUD1376,2023-01-19 10:14:58,Americas,Interconnect,International Revenue Share Fraud,0,16.6,0.9,11.0,166.75,9,166.75
FRAUD1377,2023-08-22 00:36:23,Americas,Interconnect,International Revenue Share Fraud,1,38.4,19.3,49.17,184.71,2,0.0
FRAUD1378,2023-04-14 20:56:34,Africa,Postpaid Voice,Wangiri,1,2.9,0.7,62.02,255.17,11,0.0
FRAUD1379,2023-06-14 11:59:48,Europe,Postpaid Data,Wangiri,1,1.3,8.6,11.93,365.02,11,0.0
FRAUD1380,2023-07-11 14:31:01,Europe,Prepaid Data,Simbox,1,12.1,19.5,54.49,304.23,2,0.0
FRAUD1381,2023-10-29 02:44:17,Africa,Postpaid Data,Simbox,1,46.5,50.2,278.09,138.93,10,0.0
FRAUD1382,2023-05-06 18:20:35,Europe,Prepaid Data,Subscription Fraud,1,6.2,11.1,164.51,117.29,14,0.0
FRAUD1383,2023-11-20 06:31:12,Americas,Prepaid Data,Simbox,1,12.1,1.3,193.97,276.71,8,0.0
FRAUD1384,2023-09-30 22:01:25,Americas,Postpaid Data,International Revenue Share Fraud,1,6.8,1.7,68.92,125.5,4,0.0
FRAUD1385,2023-02-04 02:54:26,Asia,Prepaid Data,Subscription Fraud,1,13.8,29.8,90.13,182.67,10,0.0
FRAUD1386,2023-10-29 18:58:42,Americas,Postpaid Data,International Revenue Share Fraud,0,1.0,12.5,79.37,80.5,6,80.5
FRAUD1387,2023-12-29 15:31:26,Africa,Interconnect,CLI Spoofing,1,17.0,15.2,40.08,141.19,11,0.0
FRAUD1388,2023-02-08 17:01:32,Africa,Postpaid Voice,Simbox,1,13.0,50.9,73.51,84.4,11,0.0
FRAUD1389,2023-05-24 06:31:27,Asia,Interconnect,Simbox,1,10.4,54.0,161.38,82.55,6,0.0
FRAUD1390,2023-02-05 23:20:35,Asia,Prepaid Data,Subscription Fraud,1,25.4,35.0,154.64,66.35,12,0.0
FRAUD1391,2023-12-22 11:09:49,Africa,Prepaid Voice,International Revenue Share Fraud,0,2.5,12.6,106.73,69.22,3,69.22
FRAUD1392,2023-03-10 22:10:13,Europe,Interconnect,Simbox,1,5.5,36.4,180.05,177.27,8,0.0
FRAUD1393,2023-12-13 02:27:13,Africa,Prepaid Data,International Revenue Share Fraud,1,5.9,28.8,23.61,76.27,11,0.0
FRAUD1394,2023-03-02 19:33:13,Europe,Prepaid Data,Subscription Fraud,1,40.2,55.8,22.65,203.52,2,0.0
FRAUD1395,2023-06-19 03:23:56,Asia,Prepaid Data,Simbox,1,27.5,73.6,95.75,290.41,14,0.0
FRAUD1396,2023-10-24 07:01:38,Asia,Interconnect,Wangiri,1,25.7,2.6,71.0,323.72,10,0.0
FRAUD1397,2023-02-23 02:32:42,Asia,Postpaid Data,Subscription Fraud,1,17.6,19.3,231.19,150.04,1,0.0
FRAUD1398,2023-12-26 18:46:03,Europe,Prepaid Data,International Revenue Share Fraud,1,2.1,11.6,27.37,37.68,14,0.0
FRAUD1399,2023-06-08 21:37:55,Europe,Postpaid Data,Subscription Fraud,1,47.8,8.7,167.62,110.84,2,0.0
FRAUD1400,2023-08-25 08:11:10,Europe,Postpaid Voice,Simbox,1,3.7,12.3,351.5,99.43,8,0.0
FRAUD1401,2023-06-01 13:34:07,Europe,Interconnect,International Revenue Share Fraud,1,5.9,9.1,37.15,372.3,1,0.0
FRAUD1402,2023-12-27 19:06:42,Africa,Interconnect,Subscription Fraud,1,3.4,28.3,280.2,77.85,10,0.0
FRAUD1403,2023-01-01 18:49:57,Asia,Postpaid Voice,Wangiri,1,4.8,35.5,98.81,60.28,3,0.0
FRAUD1404,2023-09-23 22:04:15,Americas,Prepaid Data,Wangiri,1,4.8,3.1,174.44,66.8,10,0.0
FRAUD1405,2023-04-25 21:05:24,Europe,Interconnect,Wangiri,0,16.3,60.6,40.05,174.35,3,174.35
FRAUD1406,2023-09-13 19:12:53,Africa,Postpaid Data,CLI Spoofing,1,19.8,40.8,244.78,205.34,6,0.0
FRAUD1407,2023-07-05 03:08:38,Americas,Interconnect,Wangiri,1,5.7,8.8,52.38,139.85,8,0.0
FRAUD1408,2023-03-13 23:46:02,Americas,Postpaid Data,International Revenue Share Fraud,1,10.0,3.2,96.38,93.02,4,0.0
FRAUD1409,2023-01-01 13:54:39,Asia,Prepaid Voice,Wangiri,0,6.2,14.8,131.88,92.34,6,92.34
FRAUD1410,2023-09-02 02:24:07,Americas,Postpaid Data,International Revenue Share Fraud,1,4.5,40.7,16.14,178.9,14,0.0
FRAUD1411,2023-01-28 09:12:44,Africa,Prepaid Data,Subscription Fraud,1,5.3,0.3,148.34,184.56,5,0.0
FRAUD1412,2023-06-09 00:42:03,Americas,Prepaid Data,Simbox,1,8.3,33.9,52.06,158.98,7,0.0
FRAUD1413,2023-11-27 02:40:11,Asia,Prepaid Data,CLI Spoofing,1,5.9,9.2,191.51,136.51,6,0.0
FRAUD1414,2023-02-23 11:17:48,Africa,Prepaid Data,Simbox,1,19.0,3.5,40.66,188.79,3,0.0
FRAUD1415,2023-05-22 00:07:22,Americas,Interconnect,International Revenue Share Fraud,1,1.7,14.0,48.75,198.63,2,0.0
FRAUD1416,2023-06-18 17:03:37,Americas,Postpaid Voice,Wangiri,1,2.7,11.6,202.55,137.11,7,0.0
FRAUD1417,2023-05-14 15:23:35,Asia,Prepaid Data,Wangiri,1,0.2,46.5,200.14,229.17,9,0.0
FRAUD1418,2023-07-30 13:03:20,Americas,Prepaid Voice,Subscription Fraud,1,29.6,26.0,264.27,221.02,14,0.0
FRAUD1419,2023-07-31 01:12:09,Africa,Postpaid Voice,Subscription Fraud,1,1.0,13.5,43.94,47.52,12,0.0
FRAUD1420,2023-03-18 18:21:58,Europe,Prepaid Voice,Wangiri,0,0.2,78.8,38.89,23.7,13,23.7
FRAUD1421,2023-11-16 20:29:44,Americas,Prepaid Data,International Revenue Share Fraud,1,13.4,37.5,93.79,121.52,7,0.0
FRAUD1422,2023-09-03 10:46:52,Europe,Prepaid Voice,International Revenue Share Fraud,1,4.2,107.0,206.8,151.15,3,0.0
